WELLNAME,= 33846-CBL (1),,,,,,
STDEP  =,17,,,,,,
ENDEP  =,10431.5,,,,,,
LEVEL  =,0.5,,,,,,
CURNAMES,"AMP3FT, AMPAVG,","AMPMAX,","AMPMIN, CCL, GR,",LTEN,,,
,,,,,,,
DEPTH,AMP3FT,AMPAVG,AMPMAX,AMPMIN,CCL,GR,LTEN
4549,0    18.6282,29.0926,35.561,23.4395,0,168.8669,1001.8311
4549.5,0    19.8416,30.37,35.7605,25.0752,0,150.8755,1028.7382
4550,0    21.1681,31.8032,36.7057,26.6274,0,131.5793,1032.6951
4550.5,0    21.5228,32.8374,37.9596,26.9449,0,125.5303,999.4569
4551,0    21.2982,33.9361,39.8584,27.2844,0,132.1227,1009.7449
4551.5,0    20.3021,33.0773,38.6844,27.8531,0,143.2741,1003.4138
4552,0    19.8532,30.2732,34.6717,26.4065,0,146.9462,1015.2846
4552.5,0    19.0480,28.0614,32.6236,24.8164,0,147.6298,1022.407
4553,0    18.4216,27.0042,31.5343,23.1294,0,139.352,1023.9898
4553.5,0    16.9112,25.6346,29.701,21.8971,0,132.5122,991.543
4554,0    16.5390,25.2781,29.0465,21.524,0,129.3142,1006.5793
4554.5,0    17.4470,27.0449,30.5036,23.8885,0,124.933,1008.1621
4555,0    20.1204,30.648,33.6409,27.6817,0,133.9776,1012.1191
4555.5,0    24.2068,33.9259,36.2145,31.0027,0,142.1823,1038.2347
4556,0    24.2257,34.6731,37.7527,31.0298,0,154.6486,1019.2415
4556.5,0    23.3238,35.4952,40.2645,30.2463,0,188.2637,1004.2052
4557,0    23.6079,36.5807,41.5837,30.7937,0,194.3994,1017.6588
4557.5,0    23.3192,37.4475,41.4767,32.8318,0,160.6492,1004.2052
4558,0    22.6893,37.7384,41.4198,32.9883,0,129.7232,1015.2846
4558.5,0    23.9438,38.3588,42.05,33.3229,0,122.9391,1036.652
4559,0    25.4392,39.9488,44.2178,35.3457,0,132.2957,1031.1123
4559.5,0    26.4486,41.4631,46.6096,35.2744,0,145.3961,1001.8311
4560,0    27.7138,42.8692,47.1474,36.2067,0,143.6202,1015.2846
4560.5,0    29.2590,45.423,50.2953,39.7277,0,132.0294,1002.6224
4561,0    30.1254,47.702,53.5321,42.5007,0,134.8528,1001.8311
4561.5,0    30.5779,48.9983,55.5533,42.9025,0,149.7774,1033.4865
4562,0    30.9182,50.087,57.3175,44.261,0,153.7775,1015.2846
4562.5,0    31.9542,51.4342,57.5516,45.503,0,149.9614,1002.6224
4563,0    32.6201,51.8808,58.6135,46.2724,0,148.9328,1016.076
4563.5,0    31.7467,50.7822,57.4578,45.3359,0,147.5546,1001.0397
4564,0    30.0903,48.3198,54.1716,42.1615,0,151.9375,1017.6588
4564.5,0    28.8344,46.6938,51.8143,40.6279,0,166.618,1024.7813
4565,0    27.8200,44.8994,51.5098,39.6923,0,169.0517,1027.1554
4565.5,0    26.8059,44.6288,51.6553,38.6718,0,161.8054,993.9172
4566,0    26.3073,44.9814,52.2232,39.5573,0,169.1572,1004.2052
4566.5,0    27.7844,44.7673,48.8393,41.0788,0,171.6895,1004.2052
4567,0    28.8194,45.3419,48.9807,42.3057,0,158.73,1008.9536
4567.5,0    29.0617,46.0236,50.7192,42.3721,0,139.1965,1031.1123
4568,0    28.2443,45.4588,49.6397,41.1405,0,126.551,1016.8674
4568.5,0    27.5226,44.4119,48.7801,39.4952,0,133.577,1001.8311
4569,0    27.5093,43.9745,49.1926,39.2273,0,140.0212,1020.0329
4569.5,0    26.2616,42.4419,48.0599,38.6476,0,136.6413,1006.5793
4570,0    24.7841,40.1464,46.8456,36.3082,0,139.2328,1022.407
4570.5,0    24.6886,39.0827,43.8121,35.2893,0,146.9713,1030.3209
4571,0    24.4937,38.5761,41.9921,35.186,0,145.601,1038.2347
4571.5,0    23.3504,37.2408,40.817,33.2952,0,144.3163,1007.3707
4572,0    21.8760,36.1167,40.9361,31.5576,0,151.5053,1024.7813
4572.5,0    22.8812,34.4519,39.447,30.4242,0,162.2405,1017.6588
4573,0    24.8125,33.2685,39.1414,27.5057,0,156.2732,1031.1123
4573.5,0    22.8188,32.9124,37.5332,28.4009,0,142.6502,1037.4434
4574,0    20.0279,31.6135,35.4032,27.1913,0,138.5027,1016.076
4574.5,0    19.3000,30.5228,34.4234,26.8779,0,132.1834,1004.9966
4575,0    19.8449,30.3626,35.4014,26.6206,0,130.0728,1021.6157
4575.5,0    19.0395,30.8605,36.1352,26.8435,0,130.943,1004.9966
4576,0    19.0798,31.6508,35.2631,27.1421,0,137.7129,1020.8243
4576.5,0    19.5458,32.0416,35.6473,26.8282,0,146.7344,1037.4434
4577,0    20.0378,32.4965,36.8377,27.0994,0,143.7494,1034.2778
4577.5,0    20.5432,33.0925,37.2642,29.0106,0,147.681,1007.3707
4578,0    22.0099,34.2678,38.3315,29.6379,0,161.0737,1016.076
4578.5,0    22.9581,36.0409,40.8597,30.9729,0,156.3935,1006.5793
4579,0    24.1529,37.2045,41.3859,32.3521,0,134.4148,1034.2778
4579.5,0    25.4040,39.1239,43.2579,35.087,0,119.6043,1032.6951
4580,0    25.3013,40.6523,45.3466,36.4861,0,132.1204,1013.7018
4580.5,0    25.8875,41.9845,48.2827,37.3625,0,141.5189,1008.1621
4581,0    26.8556,43.3185,49.4836,38.928,0,130.7881,1016.076
4581.5,0    28.0713,45.0448,50.4015,40.6488,0,135.1403,1001.0397
4582,0    27.9392,44.7765,50.6639,38.4579,0,144.9878,1020.0329
4582.5,0    25.6169,41.0135,48.672,34.8456,0,144.894,1031.9037
4583,0    22.2327,35.5258,42.3383,29.6067,0,145.7687,1031.9037
4583.5,0    19.8056,30.9069,37.1983,24.8912,0,147.5361,1003.4138
4584,0    18.3730,27.1598,32.5732,23.8173,0,137.3185,1019.2415
4584.5,0    15.4827,22.1924,25.8067,19.2203,0,129.2955,1015.2846
4585,0    13.2583,17.8388,19.7648,15.159,0,134.1855,1027.9468
4585.5,0    11.4229,16.1561,17.7844,13.6757,0,137.8003,1037.4434
4586,0    10.3054,15.038,16.9044,12.7282,0,138.4742,1016.8674
4586.5,0    10.7663,15.3863,17.36,13.4859,0,128.906,1002.6224
4587,0    11.0902,16.0174,18.5616,13.7644,0,113.7284,1020.0329
4587.5,0    8.8547,12.5376,15.5696,8.9707,0,107.2691,1008.9536
4588,0    8.9568,12.584,15.3849,8.4982,-2,105.6268,1027.1554
4588.5,0    9.2584,13.2601,16.3023,10.0727,0,105.6113,1024.7813
4589,0    10.8143,15.5526,18.4089,12.8847,0,107.6245,997.0828
4589.5,0    13.7279,19.8064,23.2948,16.4234,0,113.2845,1016.076
4590,0    13.2698,19.5658,22.8428,15.9214,0,127.2797,1011.3277
4590.5,0    13.3995,19.6318,23.5385,16.323,0,140.1667,1001.8311
4591,0    12.8624,18.7732,22.2725,15.8302,0,133.8756,1025.5726
4591.5,0    12.2893,17.8854,21.1805,15.3846,0,116.0512,1031.1123
4592,0    11.5254,17.3139,21.1364,14.4243,0,103.996,1024.7813
4592.5,0    10.8384,17.8855,22.0127,14.6502,0,99.5146,1012.1191
4593,0    11.0524,17.5745,20.0746,14.2212,0,104.9189,1033.4865
4593.5,0    10.3968,16.9669,20.5011,14.6039,0,126.7276,1005.788
4594,0    10.3487,16.9663,20.6964,14.5846,0,155.5702,1023.9898
4594.5,0    10.7531,16.4148,18.2477,14.4922,0,165.1973,1037.4434
4595,0    10.8726,15.375,16.9316,13.2885,0,146.3058,1009.7449
4595.5,0    10.9432,15.4998,17.5972,13.6693,0,137.3032,1012.1191
4596,0    10.3307,16.0244,18.4446,13.2085,0,136.7248,1012.1191
4596.5,0    10.2285,16.1015,19.9113,13.4412,0,132.0838,1014.4932
4597,0    10.8658,16.4595,20.1246,14.1922,0,138.9214,1028.7382
4597.5,0    11.1726,16.969,20.2475,14.6368,0,140.1322,1026.364
4598,0    11.9382,17.4209,20.9461,14.7092,0,132.7531,1023.1984
4598.5,0    13.3694,17.8367,20.8112,15.2811,0,127.4902,999.4569
4599,0    13.0463,17.5394,19.8554,15.3211,0,120.6328,1018.4501
4599.5,0    11.4040,16.9056,19.9395,15.1049,0,129.9259,1004.9966
4600,0    11.1359,15.8772,18.4979,14.3781,0,133.5666,1016.8674
4600.5,0    10.8715,14.7601,16.3518,13.6382,0,124.7719,1046.1486
4601,0    10.2957,13.8317,15.575,12.6382,0,130.954,1004.9966
4601.5,0    9.5338,13.1498,15.8382,11.6469,0,146.2296,1011.3277
4602,0    8.8700,12.5515,14.9074,10.4256,0,152.7912,1008.9536
4602.5,0    9.1711,12.4807,13.9539,10.3576,0,146.665,1007.3707
4603,0    9.7344,13.0898,16.0127,10.899,0,139.7795,1025.5726
4603.5,0    9.1465,12.9695,15.6723,10.3132,0,136.0353,1028.7382
4604,0    7.7628,12.4952,14.9352,10.5936,0,151.1753,1029.5295
4604.5,0    8.7685,12.9643,14.8504,10.8506,0,178.3271,1016.076
4605,0    9.5424,13.983,16.454,11.1094,0,181.2783,1025.5726
4605.5,0    8.9066,13.6112,16.8901,11.6685,0,166.821,1012.9105
4606,0    8.9796,13.0457,15.1546,10.8552,0,159.2992,1023.1984
4606.5,0    8.8249,12.5082,14.9243,10.6351,0,155.2903,1037.4434
4607,0    8.7407,12.4469,14.4724,11.3961,0,147.7192,1008.9536
4607.5,0    8.3475,12.1872,14.437,10.649,0,142.4789,1024.7813
4608,0    8.5435,11.9206,13.6805,10.2888,0,143.0904,1022.407
4608.5,0    9.1794,12.3242,14.2087,10.6227,0,145.879,1020.8243
4609,0    9.6228,12.1551,14.5077,10.5687,0,142.4304,1042.983
4609.5,0    9.9215,12.0018,14.1377,9.6232,0,130.7909,1042.983
4610,0    9.4007,11.767,13.8114,9.2706,0,129.9255,1031.9037
4610.5,0    8.7201,11.8013,14.3146,9.253,0,140.5899,1006.5793
4611,0    9.1805,12.5878,14.7647,10.1893,0,153.4959,1026.364
4611.5,0    10.2464,14.1514,16.6311,11.4197,0,144.9158,1023.9898
4612,0    11.4117,14.7336,18.4635,11.155,0,117.216,1042.1917
4612.5,0    11.2049,14.437,18.072,10.2723,0,103.5817,1040.6089
4613,0    10.5719,14.517,17.3878,11.8137,0,117.735,1014.4932
4613.5,0    10.1344,14.2547,16.6378,11.6611,0,134.9556,1028.7382
4614,0    9.4831,13.3583,15.406,10.8885,0,129.4146,1010.5363
4614.5,0    9.1355,12.8958,15.6323,10.6621,0,116.5853,1016.8674
4615,0    9.3751,13.0133,16.3513,10.4099,0,118.6151,1039.8175
4615.5,0    9.1274,13.652,19.3403,9.9551,0,122.1565,1036.652
4616,0    8.9685,13.8326,17.2146,10.4186,0,124.5343,1028.7382
4616.5,0    10.1554,14.0309,17.5123,10.2419,0,136.7588,1009.7449
4617,0    11.1817,15.175,19.0464,10.6683,0,153.9156,1028.7382
4617.5,0    11.6745,15.8176,18.9672,12.4847,0,165.1177,1012.1191
4618,0    10.9396,15.5729,18.655,12.7442,0,164.9561,1035.0692
4618.5,0    9.7601,14.6571,18.0797,11.9935,0,160.7306,1036.652
4619,0    9.4599,14.6286,18.0002,12.334,0,153.9509,1005.788
4619.5,0    10.0440,15.1231,17.7292,11.9547,0,149.5435,1023.9898
4620,0    10.9292,15.9014,18.6353,13.1554,0,144.2665,1023.9898
4620.5,0    11.4592,16.95,19.6487,14.0006,0,141.8695,1023.9898
4621,0    12.3308,17.2628,20.9339,13.9799,0,138.3563,1040.6089
4621.5,0    12.7714,17.6672,21.8704,13.4793,0,136.3002,1042.1917
4622,0    12.0303,18.7564,23.5693,14.3456,0,143.4289,1029.5295
4622.5,0    11.4641,18.4913,22.945,15.0274,0,154.2496,1004.2052
4623,0    10.8421,17.3502,24.3883,14.0461,0,149.2675,1031.9037
4623.5,0    11.2174,17.5124,28.0768,13.6514,0,138.8039,1031.1123
4624,0    12.4287,17.6131,23.0722,13.6108,0,133.6418,1037.4434
4624.5,0    12.6608,17.9701,21.1417,13.692,0,131.3,1044.5658
4625,0    12.8332,18.073,21.739,13.0428,0,125.6442,1013.7018
4625.5,0    13.0462,17.5186,21.0665,15.2105,0,114.3685,1022.407
4626,0    12.3400,16.6948,19.8753,14.0233,0,112.3476,1008.9536
4626.5,0    11.2368,15.8556,20.2849,12.972,0,119.6601,1020.0329
4627,0    10.4679,14.9574,19.3207,12.8229,0,131.6219,1034.2778
4627.5,0    10.6733,14.4557,17.5391,13.0025,0,139.7423,1040.6089
4628,0    9.8926,14.0871,17.5069,12.0411,0,134.4693,1031.1123
4628.5,0    9.3852,13.6732,19.8167,10.711,0,134.5039,1019.2415
4629,0    9.3113,13.4729,17.168,10.633,0,145.9296,1032.6951
4629.5,0    9.4189,13.579,16.8007,10.7646,0,144.6861,1030.3209
4630,0    8.8183,12.8171,14.7352,10.9062,0,128.5805,1030.3209
4630.5,0    8.4593,11.9384,13.8254,10.5033,0,101.8314,1039.0261
4631,0    8.7857,12.5513,15.8408,10.2992,-2,84.7677,1006.5793
4631.5,0    8.1637,11.9934,15.4958,8.8577,0,103.698,1027.9468
4632,0    9.7668,13.7097,16.419,11.3153,0,121.8907,1020.0329
4632.5,0    14.2182,18.7057,21.69,15.9121,0,122.1571,1023.1984
4633,0    15.1923,17.5269,21.0613,14.9818,0,122.8586,1049.3142
4633.5,0    13.1245,17.7886,21.6855,15.0438,0,134.3218,1042.1917
4634,0    11.6631,17.8753,21.4564,14.6449,0,138.7157,1024.7813
4634.5,0    11.1935,16.7808,19.3856,13.5875,0,117.3117,1004.2052
4635,0    10.7664,14.9413,17.5425,12.0969,0,110.0944,1009.7449
4635.5,0    10.1756,14.5675,17.2478,11.5161,0,136.9836,1035.8606
4636,0    10.4213,14.7647,17.6308,11.5978,0,151.1981,1042.1917
4636.5,0    10.6097,14.8561,17.8078,11.5443,0,136.8923,1051.6884
4637,0    9.8298,14.2398,17.4699,10.8613,0,127.2654,1019.2415
4637.5,0    9.5482,13.1907,16.0582,10.0261,0,142.7122,1031.1123
4638,0    9.7858,12.4031,15.0755,9.5654,0,160.6453,1018.4501
4638.5,0    8.9690,11.6374,13.5368,8.8242,0,147.033,1016.8674
4639,0    8.0390,11.7626,15.5007,8.7958,0,130.1358,1027.9468
4639.5,0    7.9603,11.5669,12.8216,9.1686,0,138.0306,1046.9399
4640,0    8.7279,10.8679,13.9921,8.2357,0,149.8235,1042.1917
4640.5,0    8.9763,10.2106,13.7092,7.3372,0,154.1344,1033.4865
4641,0    7.9727,9.8274,11.3842,7.8517,0,165.6286,1014.4932
4641.5,0    7.3410,9.6023,11.2005,7.4407,0,177.1879,1026.364
4642,0    7.2962,9.6723,11.9524,7.3321,0,171.3331,1043.7744
4642.5,0    6.9884,9.7636,11.8747,7.6629,0,158.1058,1037.4434
4643,0    6.7603,10.0737,12.3204,8.4635,0,154.1621,1008.1621
4643.5,0    7.1353,10.3868,12.1336,8.7705,0,151.3712,1031.1123
4644,0    7.6271,10.4094,11.8744,8.3991,0,154.0972,1020.0329
4644.5,0    7.3822,10.2224,12.0128,7.8251,0,168.1605,1023.1984
4645,0    7.9478,10.2064,11.4847,7.9962,0,158.7323,1046.1486
4645.5,0    8.4976,10.2117,13.1489,8.3532,0,139.8077,1042.983
4646,0    7.8198,10.4119,11.9348,8.3047,0,136.0458,1036.652
4646.5,0    7.5947,11.198,13.5897,8.7057,0,132.8256,1023.9898
4647,0    7.9086,12.1507,15.4305,9.7792,0,123.5987,1019.2415
4647.5,0    7.9232,12.2765,17.187,9.6361,0,129.664,1031.1123
4648,0    8.4327,12.7201,16.314,10.223,0,158.9904,1047.7313
4648.5,0    8.9027,13.0536,14.3098,10.8791,0,170.3901,1055.6453
4649,0    8.3497,12.3177,14.3833,9.3543,0,153.0092,1019.2415
4649.5,0    8.5289,11.9056,16.4341,8.8183,0,135.3216,1039.0261
4650,0    8.5740,11.8614,14.152,9.6066,0,131.1002,1031.9037
4650.5,0    8.5853,11.8098,14.3914,8.8042,0,143.9883,1017.6588
4651,0    8.3350,10.5993,12.2407,8.1867,0,159.484,1039.8175
4651.5,0    7.4219,10.0795,12.8238,7.4242,0,160.5718,1046.1486
4652,0    6.7870,10.1627,14.6397,7.6483,0,142.5613,1023.1984
4652.5,0    6.8614,9.5932,13.4516,7.8252,0,127.3029,1045.3572
4653,0    7.7092,8.5991,10.78,6.8794,0,136.1989,1021.6157
4653.5,0    8.1742,8.4387,9.841,6.4747,0,157.6994,1039.8175
4654,0    8.1939,8.8555,10.0545,6.5703,0,165.7861,1049.3142
4654.5,0    8.3565,8.8813,10.8561,7.2328,0,155.5258,1037.4434
4655,0    7.4213,8.9289,11.2645,7.1485,0,132.5892,1013.7018
4655.5,0    7.5253,8.9331,11.034,7.2778,0,118.9542,1034.2778
4656,0    7.7180,9.5287,13.0455,8.0602,0,128.7577,1023.1984
4656.5,0    8.0157,11.5322,15.4059,10.0227,0,141.3661,1027.1554
4657,0    9.3261,13.1492,15.2023,11.0421,0,138.3226,1049.3142
4657.5,0    9.9077,13.4773,16.8288,10.6594,0,133.4988,1012.1191
4658,0    9.2223,13.068,15.7726,9.4438,0,129.4023,1018.4501
4658.5,0    8.7702,12.6597,16.2295,9.7267,0,128.6817,1033.4865
4659,0    8.7102,12.3914,15.866,9.4038,0,128.5638,1023.1984
4659.5,0    7.8372,10.7112,13.3195,8.0508,0,126.2097,1042.1917
4660,0    7.3626,9.7951,11.8759,7.4246,0,123.4543,1053.2711
4660.5,0    6.9518,9.4607,11.7303,7.6593,0,119.7852,1056.4366
4661,0    7.2212,9.3066,12.9977,7.2547,0,128.6688,1028.7382
4661.5,0    7.7443,8.9947,11.7159,7.251,0,146.1788,1038.2347
4662,0    7.5493,9.3713,10.9814,7.2328,0,147.0877,1027.9468
4662.5,0    7.2192,9.2457,10.4767,6.3064,0,142.4207,1027.1554
4663,0    6.9127,9.2074,11.3049,6.2265,0,142.5637,1041.4003
4663.5,0    7.2493,10.3744,12.6166,8.5386,0,148.6589,1042.983
4664,0    7.7813,10.9445,12.7173,9.4529,0,150.9641,1021.6157
4664.5,0    8.2283,11.0081,12.819,9.3941,0,139.6189,1039.0261
4665,0    8.7047,11.8179,15.0521,9.9741,0,124.3803,1027.1554
4665.5,0    9.4340,12.717,15.4521,9.5839,0,116.5505,1046.1486
4666,0    10.0352,13.358,17.6989,10.9802,0,116.2674,1050.897
4666.5,0    9.7867,12.3887,14.2074,10.6704,0,108.1125,1046.9399
4667,0    8.9131,11.6826,14.0923,9.186,0,100.2533,1023.1984
4667.5,0    8.4596,11.6782,14.4411,9.3164,0,108.9839,1030.3209
4668,0    9.2459,13.0861,15.674,10.8619,0,118.8097,1027.1554
4668.5,0    10.5085,15.6466,17.9788,13.3584,0,124.1694,1052.4797
4669,0    10.4861,16.7355,19.3442,13.5713,0,126.5189,1061.9763
4669.5,0    10.8709,17.133,19.6173,13.7838,0,116.0256,1047.7313
4670,0    11.7391,17.4163,19.9426,14.5987,0,109.3323,1026.364
4670.5,0    10.7348,17.245,19.7817,14.8789,0,122.8964,1044.5658
4671,0    9.5183,15.5612,17.8514,11.9056,0,142.0217,1023.1984
4671.5,0    8.7216,13.295,15.7031,9.8538,0,145.2321,1031.9037
4672,0    8.6281,14.203,16.7464,11.2926,0,135.8954,1046.1486
4672.5,0    7.6791,12.7237,16.0651,10.1902,0,118.0335,1054.8539
4673,0    8.5955,11.4944,17.0811,8.0199,0,111.496,1028.7382
4673.5,0    8.0951,9.4693,12.4624,7.3506,2,130.0718,1043.7744
4674,0    7.3284,8.6568,9.7382,7.2942,0,151.7446,1027.9468
4674.5,0    8.2320,11.63,13.4963,9.9003,0,174.3765,1046.9399
4675,0    7.9675,13.2925,16.8095,11.7063,0,186.8957,1053.2711
4675.5,0    7.9085,11.2314,13.5753,9.3668,0,187.6068,1037.4434
4676,0    8.7262,10.9528,12.3173,9.2642,0,175.1669,1022.407
4676.5,0    8.3992,11.0491,12.1927,9.7525,0,153.5714,1037.4434
4677,0    7.5187,10.9391,12.9531,9.4721,0,146.1335,1031.1123
4677.5,0    7.7940,11.1977,13.8845,9.4504,0,143.4533,1048.5228
4678,0    8.1821,11.4774,13.3864,9.2955,0,146.1844,1050.1056
4678.5,0    8.7597,11.4202,12.6839,9.728,0,152.6047,1057.228
4679,0    11.7908,10.9552,13.7579,9.0133,0,144.2771,1023.1984
4679.5,0    11.9469,11.3061,15.3524,8.7879,0,134.8171,1027.9468
4680,0    8.8012,11.4555,13.2038,9.295,0,128.2957,1061.1849
4680.5,0    8.6539,11.8632,13.8983,10.4087,0,117.8531,1061.1849
4681,0    9.0258,11.862,14.1285,10.0293,0,111.9059,1061.1849
4681.5,0    8.2778,11.1956,14.1421,9.6708,0,108.5168,1050.897
4682,0    8.1311,11.3292,12.8865,9.421,0,105.2334,1039.8175
4682.5,0    8.5268,11.6776,14.7782,10.2418,0,116.5278,1050.1056
4683,0    8.2957,11.525,13.5144,10.1084,0,134.7514,1028.7382
4683.5,0    8.2008,11.8233,12.3948,10.1609,0,130.3026,1040.6089
4684,0    8.4644,11.9671,13.2567,10.6408,0,124.3814,1046.9399
4684.5,0    8.6618,11.5444,13.1225,10.0148,0,132.5695,1051.6884
4685,0    8.5916,11.5505,13.1413,9.9854,0,143.7641,1027.9468
4685.5,0    8.8587,12.0467,15.2598,10.1044,0,151.347,1050.897
4686,0    9.0785,12.6726,15.9601,9.8291,0,162.4121,1039.0261
4686.5,0    9.3047,13.0603,16.6328,9.9624,0,171.4934,1059.6022
4687,0    8.5522,13.9785,17.7168,10.648,0,157.703,1058.0194
4687.5,0    7.1676,15.2138,25.5047,10.6592,0,135.173,1034.2778
4688,0    8.0347,14.5892,18.0659,12.4446,0,129.5651,1029.5295
4688.5,0    9.5266,15.2746,18.3867,13.0743,0,139.8448,1050.1056
4689,0    10.0024,15.737,17.4032,13.5224,0,147.5965,1030.3209
4689.5,0    9.4554,14.7633,17.0893,13.5956,0,150.2171,1049.3142
4690,0    9.6033,14.6583,16.6394,13.1165,0,152.4901,1069.8901
4690.5,0    10.1681,14.5127,16.1803,11.805,0,152.387,1063.5591
4691,0    10.2076,14.4945,16.9941,10.9068,0,160.122,1041.4003
4691.5,0    10.1132,14.1653,16.7387,11.243,0,169.492,1033.4865
4692,0    10.1004,14.0406,15.7268,12.3414,0,161.2336,1044.5658
4692.5,0    10.3872,14.9892,17.6446,13.6712,0,143.3148,1059.6022
4693,0    11.6643,17.0521,20.8722,15.0943,0,124.3962,1062.7677
4693.5,0    13.1062,18.0518,22.6575,14.9943,0,110.1049,1052.4797
4694,0    13.3541,18.0627,22.3688,15.4702,0,109.7635,1031.9037
4694.5,0    13.0528,18.7343,20.9141,15.706,0,121.4158,1045.3572
4695,0    12.9936,18.341,19.91,16.3865,0,137.9641,1027.1554
4695.5,0    12.2365,16.4783,17.8113,14.538,0,146.677,1042.983
4696,0    11.5162,14.7984,15.9879,12.989,0,146.6427,1050.897
4696.5,0    10.9446,14.1127,15.6366,11.4469,0,142.5262,1043.7744
4697,0    10.0397,13.4761,15.196,11.5353,0,135.8499,1046.9399
4697.5,0    9.6043,12.9041,14.2397,11.1518,0,134.9765,1046.9399
4698,0    9.1423,12.7667,15.4194,10.8705,0,130.277,1039.8175
4698.5,0    8.5072,12.6269,15.5976,11.4012,0,126.4399,1054.8539
4699,0    8.3872,12.0979,15.1583,10.4353,0,131.7848,1054.0625
4699.5,0    9.1439,12.841,15.9589,10.7825,0,146.5244,1046.1486
4700,0    9.4072,13.92,16.5125,11.3531,0,184.3609,1028.7382
4700.5,0    9.0589,12.7944,16.4275,10.3325,0,207.1629,1046.1486
4701,0    9.3328,12.4177,15.2253,10.5227,0,184.008,1033.4865
4701.5,0    9.2753,12.167,16.2302,10.2725,0,161.8832,1054.0625
4702,0    7.8885,11.1376,13.7723,9.4575,0,150.9452,1070.6815
4702.5,0    7.2572,10.8292,12.2748,9.8078,0,138.6802,1034.2778
4703,0    7.1324,10.4112,11.7757,8.6652,0,136.1204,1016.076
4703.5,0    7.5972,9.726,11.1623,7.8328,0,134.9431,1016.076
4704,0    7.5674,9.502,10.6007,7.9982,0,127.22,1027.1554
4704.5,0    7.6806,9.5465,11.5224,8.2808,0,114.9749,1055.6453
4705,0    7.8788,9.7696,12.709,7.8068,0,115.756,1059.6022
4705.5,0    8.4824,10.1802,12.4648,8.0143,0,132.4432,1058.0194
4706,0    7.5210,10.6256,12.4515,8.9547,0,146.6862,1035.8606
4706.5,0    6.7446,10.2853,11.9451,8.8533,0,152.0969,1054.0625
4707,0    7.1674,9.3815,10.9107,8.6005,0,152.8259,1030.3209
4707.5,0    7.0390,9.078,10.1626,7.5847,0,152.8718,1046.9399
4708,0    7.2522,8.8971,10.429,6.8783,0,147.9044,1054.0625
4708.5,0    7.9087,8.6721,10.0422,6.4324,0,129.303,1035.0692
4709,0    7.2872,8.5261,9.7594,6.8999,0,123.7635,1047.7313
4709.5,0    6.7540,9.0352,10.2737,7.2275,0,141.8238,1043.7744
4710,0    7.0908,9.492,10.5723,8.0334,0,153.581,1039.8175
4710.5,0    7.4683,9.4161,10.5991,7.882,0,146.2941,1055.6453
4711,0    7.8357,8.9837,10.5759,7.1994,0,142.1318,1060.3936
4711.5,0    7.6829,8.707,10.1004,6.9031,0,142.3353,1040.6089
4712,0    8.3353,8.8885,10.2142,6.3531,0,139.1512,1019.2415
4712.5,0    10.2217,9.4099,10.9966,6.4637,0,137.1359,1050.897
4713,0    9.2926,9.5934,11.1773,6.4272,0,135.8656,1050.1056
4713.5,0    7.1172,9.6701,12.4963,7.0988,0,133.4977,1062.7677
4714,0    6.7269,8.897,11.2201,6.6136,0,130.3778,1060.3936
4714.5,0    6.4626,8.914,10.615,5.6423,0,127.136,1027.9468
4715,0    7.8799,11.0286,13.5511,6.8267,0,119.0932,1037.4434
4715.5,0    7.3198,9.1127,11.6893,6.1538,0,110.7449,1034.2778
4716,0    6.2252,7.7692,10.2442,5.6013,0,112.1449,1034.2778
4716.5,0    6.0960,7.9471,9.1615,5.9821,0,121.017,1053.2711
4717,0    5.9286,8.825,11.1559,6.9241,0,136.4296,1059.6022
4717.5,0    7.5214,11.8501,14.5462,9.4905,0,153.5603,1053.2711
4718,0    7.6420,11.8613,15.2988,9.818,0,161.1328,1034.2778
4718.5,0    7.6623,11.6741,16.6591,8.8786,0,152.4115,1052.4797
4719,0    9.1241,13.4267,16.8973,10.0075,0,134.3079,1039.8175
4719.5,0    10.5262,15.7096,17.9407,12.0157,0,128.0212,1056.4366
4720,0    11.7795,17.5924,20.0231,14.4122,0,138.7915,1064.3505
4720.5,0    12.4401,17.8853,20.6954,14.9151,0,153.7029,1033.4865
4721,0    12.7028,17.981,20.4832,14.9329,0,159.1013,1056.4366
